"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"2780","MATHA BHANGA, GOBINDAPUR","WEST BENGAL","RIVERWATER",29,7.6,494,7.6,0.49,18134.3000000001,50000,2012,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,58.2870000701124
"2781","BORE WELL AT BETHORA INDUSTRIAL ESTATE","GOA","GROUNDWATER",30.5,6.2,756,1.2,1.2,8,17,2014,40,80,0,100,100,80,6.8,13.6,13,0,22,17.6,73,73.4356989180562
"2782","MANDOVI AT TONCA, MARCELA, GOA","GOA","RIVERWATER",28.3,6.6,516,1.1,0.18,8,169,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.5252307460979
"2783","BHAVANI AT D/S OF BHAVANISAGAR, SATHYAMANGALAM, ERODE","TAMILNADU","RIVERWATER",27.4,7.9,237,0.9,0.16,141,278,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,73.2738047660168
"2784","RIVER SWAN AT D/S NANGAL DISTT. UNA, H.P.","HIMACHALPRADESH","RIVERWATER",27,8.3,479,2.5,0.8,51,178,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.6557152048464
"2785","BHOGDOI RIVER AT JORHAT ,ASSAM","ASSAM","RIVERWATER",26,6.9,290,2,1.4,1850,50000,2014,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24,62.4691179894759
"2786","GHAGHARA AT DEORIA D/S, U.P.","UTTARPRADESH","RIVERWATER",13,8,410,2.5,0.3,140,300,2015,100,100,0,100,100,60,17,17,13,0,22,13.2,82.2,83.4242169565739
"2787","MAHANADI AT TIKARPADA","ORISSA","RIVERWATER",28,7.8,181,1.4,0.42,1149,2393,2012,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.3249590920995
"2788","BSIRHAT MUNICIPALITY","WEST BENGAL","GROUNDWATER",28,7.5,2207,1.3,0.64,6,4,2013,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.2547364520012
"2789","MAHANADI AT PARADEEPD/S, ORISSA","ORISSA","RIVERWATER",25,8.25,24127,1.7,4.43,0.48,50000,2006,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,59.2951091280352
"2790","RIVER MANDOVI NEAR HOTEL MARRIOT","GOA","RIVERWATER",30.1,7.6,77,2.3,0.1,2606,4301,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,70.4495318965668
"2791","PERIYAR AT SEWAGE DISCHARGE POINT, KERALA","KERALA","RIVERWATER",27,6.9,43,1,0.3,1043,2750,2011,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,74.4006744141106
"2792","SHEDHI AT KHEDA, GUJARAT","GUJARAT","RIVERWATER",25,7.4,723,3,1.05,1058,3772,2007,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,74.408026521256
"2793","MEENACHIL AT KIDANGOOR, KERALA","KERALA","RIVERWATER",26,6.2,42,0.6,1.97,475,925,2008,40,80,100,100,100,40,6.8,13.6,13,8.6,22,8.8,72.8,76.614370526419
"2794","PENGANGA AT MEHKAR- BULDANA ROAD BRIDGE, MEHKAR, BULDANA","MAHARASHTRA","RIVERWATER",20,7,290,3,0,10.8,46,2016,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,79.7715588261016
"2795","MAHANADI AT PARADEEPD/S, ORISSA","ORISSA","RIVERWATER",28.3,7.8,17325,1.5,1.5,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,58.2719990466046
"2796","KOLAK AT RAILWAY BRIDGE NO. 313 VAPI, VALSAD","GUJARAT","RIVERWATER",29.9,8.2,1992,9.7,2,60,50000,2013,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,56.146730339641
"2797","R KADAMBAYAR AT MANCKAKADAVU","KERALA","RIVERWATER",26.4,6.8,79,2.4,0.2,456,1275,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,75.1395728081547
"2798","HA PUMP AT PITTAVANIPALEM, VISHAKHAPATNAM , A.P.","ANDHRAPRADESH","GROUNDWATER",25,8,1811,1,6.5,9,93,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,74.3632648963982
"2799","LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN, KARNATAKA","KARNATAKA","RIVERWATER",27,7.6,652,4.6,0.79,2156,50000,2013,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.2502661617299
"2800","SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRIES EFFLUENT","TAMILNADU","RIVERWATER",28,7.8,690,5.6,0.31,210,470,2010,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.0685455348013
"2801","AMRAVATI AT 1KM D/S FROM EFF.DIS. PT. AT MADHUTHUKKULAM","TAMILNADU","RIVERWATER",25.2,7.9,186,1,0.15,101,211,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,74.898852439659
"2802","CAUVERY AT SATHYAGALAM BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26.8,7.8,318,1.9,0.4,345,1561,2013,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.3315109316631
"2803","MEHATPUR INDUSTRIAL AREA","HIMACHALPRADESH","GROUNDWATER",19.5,7.7,722,0.5,0.85,8,20,2012,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,79.4452421096859
"2804","GANGA AT KADAGHAT, ALLAHABAD","UTTARPRADESH","RIVERWATER",24.3,8.2,374,3.4,2,18134.3000000001,50000,2013,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,61.4868306264778
"2805","U/S OF R. KATHAKAL AT MATIJURI, DIST. HAILAKANDI, ASSAM","ASSAM","RIVERWATER",25,7.1,117,0.7,0.27,2733,50000,2007,60,100,80,100,100,0,10.2,17,13,6.88,22,0,69.08,63.2253817658233
"2806","R ANCHARAKANDY AT MERUVAMBA","KERALA","RIVERWATER",27,6.3,39,0.5,0.2,1040,2588,2008,40,80,100,100,100,40,6.8,13.6,13,8.6,22,8.8,72.8,75.4340534660614
"2807","PAWANA AT DAPODI BRIDGE, AT PAWANA- MULLA SANGAM,PUNE.","MAHARASHTRA","RIVERWATER",27,7.7,441,12.8,0.41,331,1800,2012,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.3621840097936
"2808","SATLUJ B/C WITH RIVER SPITI AT KHAB, DISTT.KINNAUR, H.P.","HIMACHALPRADESH","RIVERWATER",8.5,9.7,8.1,0.1,1,21,75,2013,100,60,100,100,100,60,17,10.2,13,8.6,22,13.2,84,84.6561251537686
"2809","BEAS AT D/S JAISINGHPUR","HIMACHALPRADESH","RIVERWATER",19,8,211,0.5,0.5,7,72,2011,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,79.413418452865
"2810","BORE WELL SH. BHRAM JEET
SERVICE STATION, BHIWADI","RAJASTHAN","GROUNDWATER",26,6.9,1900,1.6,1.7,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,75.5201440192258
"2811","NIRA RIVER AT D/S OF JUBILANT ORGANOSIS, PUNE.","MAHARASHTRA","RIVERWATER",27,8,964,12.8,0.2,181,871,2008,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.1344791118527
"2812","RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P","UTTARPRADESH","RIVERWATER",23.2,7.97,617,4.3,2.12,0.36,50000,2006,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,62.4578011247079
"2813","MUTHA RIVER AT SANGAM BRIDGE NEAR GANAPATHY GHAT.","MAHARASHTRA","RIVERWATER",28,7.7,432,26.2,0.2,260,1700,2008,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,68.3326370967947
"2814","U/S BUDHA NALLAH (UPPER), PUNJAB","PUNJAB","RIVERWATER",24,7.6,395,3.5,2.17,517,50000,2009,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,62.5733440078289
"2815","DURGAPUR TOWN,NEAR IISCO, BURDWAN","WEST BENGAL","GROUNDWATER",29,7.3,1084,0.35,0.87,0,0,2009,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.0490051174901
"2816","CAUVERY AT PALLIPPALAYAM, TAMIL NADU","TAMILNADU","RIVERWATER",27.9,8.2,458,2.1,0.2,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,59.1820427388749
"2817","MANAS RIVER AT NH-31 CROSSING, BARPETA, DISTRICT","ASSAM","RIVERWATER",27.6,7.5,701,1.3,3.2,180,1245,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.1532708230932
"2818","BEAS AT U/S PANDON DAM, H.P.","HIMACHALPRADESH","RIVERWATER",14,7.6,106,0.3,0.2,26,323,2010,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,83.6916501614549
"2819","TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY","TAMILNADU","RIVERWATER",27.2,6.8,70,1.8,0.09,78,148,2010,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,74.9589595672401
"2820","MUTHA AT DECCAN BRIDGE, DECCAN, PUNE","MAHARASHTRA","RIVERWATER",26.2,7.9,915,16.6,0.69,345,1800,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.9364404705469
"2821","VARUNA AT RAMESHWAR, VARANASI","UTTARPRADESH","RIVERWATER",22.9,8,305,2.6,0,18134.3000000001,50000,2014,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,63.1018286568407
"2822","HINDON AT GHAZIABAD D/S, U.P.","UTTARPRADESH","RIVERWATER",23,7.1,933,43.8,1.18,18134.3000000001,50000,2007,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,57.0661441069961
"2823","MEENACHIL AT KIDANGOOR","KERALA","RIVERWATER",26.3,6.5,45,0.9,0.46,1225,1825,2010,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,75.7626617991738
"2824","SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE","MAHARASHTRA","RIVERWATER",27.2,8.1,167,3.8,1,32,85,2013,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56,72.6137461727852
"2825","RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM","GOA","RIVERWATER",26,7.1,146,2.1,0.09,920,2400,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,74.7459095311698
"2826","BEAS AT G.T.ROAD UNDER BDG. NEAR KAPURTHALA, PUNJAB","PUNJAB","RIVERWATER",17.3,7.6,275,0.8,1.5,87,633,2009,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,80.988813943832
"2827","HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR","KARNATAKA","RIVERWATER",24.3,7.6,325,1.3,0.15,815,1600,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,75.5831407883877
"2828","MALPRABHA AT D/S OF KHANAPUR VILLAGE, KARNATAKA","KARNATAKA","RIVERWATER",22,6.8,140,0.2,0,900,1600,2015,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,78.6881673143089
"2829","BICHIA, BRIDGE GOVINDGARH ROAD","MADHYAPRADESH","RIVERWATER",23.1,7.7,884,6.5,2.8,162,683,2011,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,75.4253844668984
"2830","SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI, RAJASTHAN","RAJASTHAN","GROUNDWATER",24,8.5,6100,2,2.9,4,7,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,74.1423906462101
"2831","KALINADI (EAST) AT KANNAUJ (BEFORE CONF.)","UTTARPRADESH","RIVERWATER",25.6,7.9,406,7,3.72,18134.3000000001,50000,2011,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,60.2270608187022
"2832","NEAR SHREE KALYANESHWAR MAHADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR","RAJASTHAN","GROUNDWATER",28.5,7.3,2450,0.4,0.23,4,6,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.3526886888892
"2833","SIRSA AT RUXOL","BIHAR","RIVERWATER",27.8,7.2,457,11,0,18134.3000000001,50000,2014,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,59.2132865624759
"2834","HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300MT. FROM KANSUA
NALLAH KOTA","RAJASTHAN","GROUNDWATER",27,7.8,1270,1.7,1,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.5164857325923
"2835","GODAVARI AT BURGAM-PAHAD, KHAMMAM","ANDHRAPRADESH","RIVERWATER",20.8,6.9,780,3,0.68,4,1042,2010,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,78.986926944661
"2836","CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE)","RAJASTHAN","RIVERWATER",28.5,7.8,388,1.5,0.38,3,7,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.5531074606414
"2837","BHAVANI AT BHAVANI, TAMILNADU","TAMILNADU","RIVERWATER",26.7,8.1,674,1.3,1,18134.3000000001,50000,2013,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.2827937458822
"2838","SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE","MAHARASHTRA","RIVERWATER",27.5,8.3,212,3.6,0.44,47,90,2011,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56,72.1635822228539
"2839","MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT","GUJARAT","RIVERWATER",28,7.9,663,5.93,0.97,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,58.8202950956741
"2840","HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR","KARNATAKA","RIVERWATER",27.7,7.7,298,1,0.1,1073,3533,2014,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.4798744528005
"2841","GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB","PUNJAB","RIVERWATER",21.8,7.3,1267,23.5,3,18134.3000000001,50000,2013,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,61.0358008336294
"2842","KRISHNA D/S OF ISLAMPUR","MAHARASHTRA","RIVERWATER",25,7.6,441,2.9,1.5,2,80,2014,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.0843075327795
"2843","NIRA  AT SHINDEWADI, SHIRVAL, KHANDALA, SATARA","MAHARASHTRA","RIVERWATER",24.8,7.9,190,7.1,0.42,107,998,2010,60,100,60,60,100,40,10.2,17,7.8,5.16,22,8.8,70.96,73.9049284415079
"2844","KRISHNA AFTER CONFL. WITH TUNGABHADRA, SANGAMESHWARAM A.P.","ANDHRAPRADESH","RIVERWATER",28,8,608,2.6,0.46,168,50000,2007,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,59.2909047681636
"2845","NARMADA AT HOSHANGABAD D/S ","MADHYAPRADESH","RIVERWATER",37,8.2,299,2.1,1.03,6,631,2011,0,100,40,100,100,40,0,17,13,3.44,22,8.8,64.24,65.3870497066072
"2846","MAHI VALAYAM, KERALA","KERALA","RIVERWATER",27,6.5,44,0.5,0.21,233,400,2009,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.7083169960593
"2847","PHED WELL NEAR NEI, KHATIPURA","RAJASTHAN","GROUNDWATER",29,7.4,1445,0.57,0.25,3,4,2012,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.8775541278733
"2848","VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY)","ORISSA","RIVERWATER",27.1,7.9,170,0.8,0.9,18134.3000000001,50000,2014,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,60.4177549421424
"2849","DAHA AT SIWAM","BIHAR","RIVERWATER",20.3,7.8,314,2.8,1.18,800,2100,2010,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.7665157514698
"2850","PAMBA AT CHENGANNUR, KERALA","KERALA","RIVERWATER",26,6.2,40,0.6,1,425,1100,2008,40,80,100,100,100,40,6.8,13.6,13,8.6,22,8.8,72.8,76.6367741419116
"2851","SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI,
RAJASTHAN","RAJASTHAN","GROUNDWATER",24,8,6500,2.9,2.6,3,3,2015,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,74.7256754415419
"2852","BRAHMANI AT KAMALANGA","ORISSA","RIVERWATER",29,7.9,169,2.1,0.42,18134.3000000001,50000,2012,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,58.8255684293915
"2853","MAHANADI AT PARADEEP U/S AT
BHUTMUAI","ORISSA","RIVERWATER",19,7.5,192,0.2,0.1,230,460,2015,80,100,60,100,100,60,13.6,17,13,5.16,22,13.2,83.96,80.1404002318788
"2854","MAWLAI, SHILLONG,  MEGHALAYA","MEGHALAYA","GROUNDWATER",19,5,238,4,13,60,90,2012,80,60,40,80,100,60,13.6,10.2,10.4,3.44,22,13.2,72.84,82.400532262657
"2855","GANGA U/S ANOOPSHAHAR","UTTARPRADESH","RIVERWATER",18,7.1,138,1.8,0,210,550,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,81.1831834784908
"2856","MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ORISSA","ORISSA","RIVERWATER",27,7.8,157,1,0.5,945,1550,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.3485596542966
"2857","GANGA D/S, MIRZAPUR","UTTARPRADESH","RIVERWATER",27.1,7.8,396,3.6,2.29,2377,50000,2011,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,59.9652001872856
"2858","KUSHIARA RIVER AT KARIMGANJ","ASSAM","RIVERWATER",12,7,155,1.2,0.5,120,890,2008,100,100,60,100,100,40,17,17,13,5.16,22,8.8,82.96,85.7310145787406
"2859","GANGA AT DIAMOND
HARBOUR","WEST BENGAL","RIVERWATER",22,7.8,211,1.5,0.3,18134.3000000001,50000,2016,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,64.240959381874
"2860","NEAR FOJI NAGAR, KACCHI BASTI, AMBABARI, JAIPUR","RAJASTHAN","GROUNDWATER",28.5,7.6,905,1.03,2.85,3,8,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.7223478165407
"2861","GODAVARI AT BASARA, ADILABAD","ANDHRAPRADESH","RIVERWATER",26.6,8.1,477,2.2,1.78,14,188,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.2300670550097
"2862","WELL OF BABULAL UKKAD JI MALI, SAKARNA BERA, BALOTRA, , JODHPUR,
RAJASTHAN","RAJASTHAN","GROUNDWATER",32,8,6600,2,2.5,3,3,2015,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,68.9895878477967
"2863","B/W. - TUNGBHADRA RIVER NEAR KURNOOL, A.P.","ANDHRAPRADESH","GROUNDWATER",27,7.6,1397,2,2.3,6,23,2012,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.6571756744475
"2864","WELL AT PILERNE INDUSTRIAL ESTATE(M/S UNICHEM )","GOA","GROUNDWATER",31.3,6.4,826,0.3,0.7,23,79,2014,40,80,0,100,100,60,6.8,13.6,13,0,22,13.2,68.6,72.7182103840075
"2865","CAUVERY AT MOHANUR NEAR PATTAIPALAYAM, TAMILNADU","TAMILNADU","RIVERWATER",27,8,681,0.9,0.21,137,323,2009,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.3714305213129
"2866","SABARMATI AT VILL. MIROLI TALUKA DASCROI,AHMEDABAD,GUJARAT","GUJARAT","RIVERWATER",29,7.83,2441,37,0.47,18134.3000000001,50000,2009,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,52.6810005386225
"2867","GANGA AT MOKAMA (D/S)","BIHAR","RIVERWATER",24,7.8,295,2.6,0,2792,50000,2014,60,100,40,100,100,0,10.2,17,13,3.44,22,0,65.64,62.5911287165879
"2868","WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI, RAJASTHAN","RAJASTHAN","GROUNDWATER",28,7.49,1900,1,0.32,4,24,2006,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.3615069653382
"2869","MUSI U/S  HYDERABAD","ANDHRAPRADESH","RIVERWATER",24,7.4,344,2,0,22,70,2016,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,76.3916113599781
"2870","MAWLAI, SHILLONG,  MEGHALAYA","MEGHALAYA","GROUNDWATER",18,7.1,240,2.5,6.95,61,87,2006,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,80.6868042391093
"2871","BEAS AT MIRTHAL BRIDGE, GURDASPUR, PUNJAB","PUNJAB","RIVERWATER",16,7.5,277,0.9,1.6,38,355,2007,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,82.1441275663411
"2872","NEW FATEHPURA, 200 FT.FROM PANCHWATI NALLAH, UDAIPUR","RAJASTHAN","GROUNDWATER",26,7,1330,0.2,1.3,3,3,2015,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,75.6842064052983
"2873","CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI), KARNATAKA","KARNATAKA","RIVERWATER",26.4,7.7,94,1,0.57,145,1391,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.9812967925065
"2874","WELL INFRONT OF SINGHANA POLICE STATION, SINGHANA, JHUNJHUNU","RAJASTHAN","GROUNDWATER",30.4,7.4,3850,1.13,0.28,4,14,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,71.5692028468539
"2875","KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR)","ORISSA","RIVERWATER",27.3,7.4,196,2,0.94,1575,2275,2009,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.3269791209326
"2876","BRAHMAPUTRA AT JOGIJHOGA ","ASSAM","RIVERWATER",26.8,7.2,194,2.3,0.13,154,2225,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,74.0120131776492
"2877","CAUVERY AT MUSIRI, TAMIL NADU","TAMILNADU","RIVERWATER",29,8.2,579,1,0.25,2271,4160,2013,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,70.5797886872303
"2878","GROUND WATER QUALITY STATION CAPTANGANJ, U.P","UTTARPRADESH","GROUNDWATER",26,6.9,794,4,3,60,100,2007,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,75.065579594121
"2879","SATLUJ AT 100M D/S ,NANGAL","PUNJAB","RIVERWATER",20,8,272,2.7,1.9,305,703,2011,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,78.0251262879298
"2880","KARAKAVAGU U/S OF AT PALONCHA, KHAMMAM","ANDHRAPRADESH","RIVERWATER",18,7.1,200,2,0,10,30,2016,80,100,60,100,100,80,13.6,17,13,5.16,22,17.6,88.36,81.2802817466849
"2881","RIVER PERIYAR AT PATHALAM","KERALA","RIVERWATER",28,6.7,183,1.3,0.28,358,1748,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,74.1647958872375
"2882","CAUVERY AT URRACHIKOTTAI, ERODE","TAMILNADU","RIVERWATER",28,7.8,340,0.9,0.16,130,279,2012,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.9735119475153
"2883","BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","ASSAM","RIVERWATER",25.1,7.5,161,2.5,0.1,243,1047,2009,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,75.0947583593992
"2884","IB D/SBRAJRAJNAGAR (INTAKE)","ORISSA","RIVERWATER",20,7.2,103,0.7,0.1,330,790,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,79.6848013500746
"2885","PANCHAGANGA AT SHIROL NEAR SHIROL INTAKE WELL","MAHARASHTRA","RIVERWATER",23.6,7.7,558,2.6,1.23,10,190,2010,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.9999900978336
"2886","LUKHA RIVER","MEGHALAYA","RIVERWATER",21.3,2.7,1074,3.2,2.33,4,11,2013,60,40,0,80,100,80,10.2,6.8,10.4,0,22,17.6,67,84.9920429140834
"2887","GANGA AT U/S BHAGALPUR","BIHAR","RIVERWATER",25.1,7.9,298,2.6,0,1355,3164,2013,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.9212686806097
"2888","TAPI AT BURHANPUR M.P.","MADHYAPRADESH","RIVERWATER",25.9,7.2,792,2.3,4.2,26,432,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.8158840240194
"2889","IB AT JHARSUGUDA (INTAKE)","ORISSA","RIVERWATER",27.3,7.8,146,1.5,0.34,2367,4088,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.386534242638
"2890","BRAHMANI AT D/S PANPOSH, ORISSA","ORISSA","RIVERWATER",30.7,7.6,291,4.5,3.36,18134.3000000001,50000,2009,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,57.3879428203543
"2891","BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM","ASSAM","RIVERWATER",25.3,7.4,161,1.9,2.02,575,50000,2013,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,62.22091605348
"2892","SONAI RIVER  AT SONAI","ASSAM","RIVERWATER",24,6.8,51,0.6,0.1,300,910,2016,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,77.3258156123815
"2893","BEAS AT D/S DEHRAGOPIPUR, H.P.","HIMACHALPRADESH","RIVERWATER",19.5,7.6,243,0.4,0.55,47,460,2009,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,79.5525212807853
"2894","KOHORA RIVER AT N.H. CROSSING, KOHORA","ASSAM","RIVERWATER",28,6.6,44,2,0.1,0,330,2008,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,74.5870914623833
"2895","BRAHMAPUTRA RIVER AT DHUBRI","ASSAM","RIVERWATER",31,7.2,128,1.5,0.02,0.02,720,2006,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,71.4652019022075
"2896","ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA","KERALA","RIVERWATER",24.3,7.1,69,1.3,0.57,248,593,2013,60,100,100,100,100,40,10.2,17,13,8.6,22,8.8,79.6,76.5835034792115
"2897","BATTA  U/S PAONTA","HIMACHALPRADESH","RIVERWATER",13,7.5,248,0.1,0,6,14,2016,100,100,40,100,100,80,17,17,13,3.44,22,17.6,90.04,84.6973002201131
